年月日,最高気温(℃),最高気温(℃),最高気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降雪量合計(cm),降雪量合計(cm),降雪量合計(cm),降雪量合計(cm),平均湿度(％),平均湿度(％),平均湿度(％),天気概況(昼：06時～18時),天気概況(昼：06時～18時),天気概況(昼：06時～18時),天気概況(夜：18時～翌日06時),天気概況(夜：18時～翌日06時),天気概況(夜：18時～翌日06時)
2022/2/17,6.3,8,1,0.2,8,1,2.7,8,1,0,1,8,1,0,1,8,1,48,8,1,晴,8,1,曇時々晴,8,1
2022/2/18,8.7,8,1,2.1,8,1,4.6,8,1,0.0,0,8,1,0,1,8,1,60,8,1,曇時々晴,8,1,薄曇一時晴,8,1
2022/2/19,8.6,8,1,1.7,8,1,4.9,8,1,8.0,0,8,1,0,1,8,1,75,8,1,曇後雨,8,1,雨後一時曇,8,1
2022/2/20,11.0,8,1,1.9,8,1,5.6,8,1,0.5,0,8,1,0,1,8,1,64,8,1,晴時々曇,8,1,晴,8,1
2022/2/21,7.6,8,1,1.0,8,1,3.7,8,1,0.0,0,8,1,0,1,8,1,55,8,1,晴一時曇,8,1,晴後一時薄曇,8,1
2022/2/22,9.0,8,1,2.0,8,1,4.4,8,1,0.0,0,8,1,0,1,8,1,48,8,1,晴後時々曇一時雪,8,1,晴,8,1
2022/2/23,7.6,8,1,-0.2,8,1,3.4,8,1,0.0,0,8,1,0,1,8,1,57,8,1,曇時々晴後時々雪,8,1,晴,8,1
2022/2/24,8.0,8,1,0.5,8,1,3.8,8,1,0,1,8,1,0,1,8,1,56,8,1,晴,8,1,快晴,8,1
2022/2/25,9.5,8,1,-0.5,8,1,5.1,8,1,0,1,8,1,0,1,8,1,56,8,1,晴,8,1,晴一時曇,8,1
2022/2/26,12.5,8,1,2.3,8,1,7.3,8,1,0,1,8,1,0,1,8,1,54,8,1,快晴,8,1,晴後一時曇,8,1
2022/2/27,13.1,8,1,4.6,8,1,8.9,8,1,0.0,0,8,1,0,1,8,1,53,8,1,晴一時曇,8,1,晴,8,1
2022/2/28,14.6,8,1,2.5,8,1,8.6,8,1,0,1,8,1,0,1,8,1,47,8,1,晴後一時薄曇,8,1,晴,8,1
2022/3/1,8.9,8,1,4.8,8,1,7.1,8,1,14.5,0,8,1,0,1,8,1,78,8,1,曇後雨,8,1,曇時々晴一時雨,8,1
2022/3/2,13.9,8,1,7.0,8,1,9.8,8,1,0.0,0,8,1,0,1,8,1,79,8,1,曇時々晴一時雨,8,1,曇一時雨後晴,8,1
2022/3/3,12.5,8,1,5.9,8,1,9.2,8,1,0.0,0,8,1,0,1,8,1,59,8,1,晴後一時雨,8,1,晴一時曇,8,1
2022/3/4,12.7,8,1,3.6,8,1,8.3,8,1,0,1,8,1,0,1,8,1,52,8,1,曇一時晴,8,1,晴一時曇,8,1
2022/3/5,16.8,8,1,4.5,8,1,10.3,8,1,0,1,8,1,0,1,8,1,55,8,1,晴,8,1,晴一時曇,8,1
2022/3/6,10.3,8,1,4.1,8,1,6.4,8,1,0.0,0,8,1,0,1,8,1,54,8,1,晴一時雨,8,1,晴後時々薄曇,8,1
2022/3/7,10.1,8,1,3.7,8,1,6.2,8,1,0.0,0,8,1,0,1,8,1,53,8,1,曇,8,1,曇後晴,8,1
2022/3/8,12.7,8,1,1.7,8,1,6.9,8,1,0,1,8,1,0,1,8,1,57,8,1,晴,8,1,晴,8,1
2022/3/9,14.1,8,1,3.3,8,1,8.4,8,1,0,1,8,1,0,1,8,1,52,8,1,薄曇後晴,8,1,快晴,8,1
2022/3/10,17.0,8,1,4.3,8,1,10.2,8,1,0,1,8,1,0,1,8,1,48,8,1,晴,8,1,晴時々薄曇,8,1
2022/3/11,18.1,8,1,6.1,8,1,12.0,8,1,0,1,8,1,0,1,8,1,57,8,1,薄曇,8,1,曇時々晴,8,1
2022/3/12,20.2,8,1,10.8,8,1,15.6,8,1,0,1,8,1,0,1,8,1,65,8,1,晴,8,1,曇時々晴,8,1
2022/3/13,21.5,8,1,12.0,8,1,16.7,8,1,0.0,0,8,1,0,1,8,1,68,8,1,曇,8,1,曇後雨、雷を伴う,8,1
2022/3/14,22.2,8,1,14.4,8,1,17.6,8,1,14.0,0,8,1,0,1,8,1,73,8,1,曇後晴,8,1,曇後一時雨,8,1
2022/3/15,22.0,8,1,10.7,8,1,16.7,8,1,0.0,0,8,1,0,1,8,1,61,8,1,晴,8,1,晴一時薄曇,8,1
2022/3/16,21.1,8,1,9.0,8,1,15.0,8,1,0,1,8,1,0,1,8,1,50,8,1,晴後一時薄曇,8,1,晴,8,1
2022/3/17,18.6,8,1,10.4,8,1,13.5,8,1,0,1,8,1,0,1,8,1,53,8,1,曇一時晴,8,1,曇,8,1
2022/3/18,12.2,8,1,8.5,8,1,10.5,8,1,32.0,0,8,1,0,1,8,1,82,8,1,大雨,8,1,雨後曇,8,1
2022/3/19,13.5,8,1,6.8,8,1,9.9,8,1,4.5,0,8,1,0,1,8,1,71,8,1,曇後時々雨,8,1,雨時々曇後晴,8,1
2022/3/20,12.9,8,1,5.5,8,1,8.9,8,1,0.0,0,8,1,0,1,8,1,61,8,1,晴時々曇,8,1,曇,8,1
2022/3/21,15.2,8,1,6.7,8,1,10.4,8,1,0,1,8,1,0,1,8,1,52,8,1,薄曇時々晴,8,1,曇後雨,8,1
2022/3/22,10.2,8,1,5.7,8,1,7.2,8,1,16.5,0,8,1,0,1,8,1,75,8,1,雨後晴一時曇,8,1,晴後薄曇,8,1
2022/3/23,14.0,8,1,4.1,8,1,8.8,8,1,2.0,0,8,1,0,1,8,1,68,8,1,曇後一時雨,8,1,雨後曇時々晴,8,1
2022/3/24,14.5,8,1,6.3,8,1,10.6,8,1,0.0,0,8,1,0,1,8,1,67,8,1,晴,8,1,快晴,8,1
2022/3/25,19.5,8,1,6.7,8,1,13.2,8,1,0,1,8,1,0,1,8,1,60,8,1,薄曇一時晴,8,1,曇,8,1
2022/3/26,18.7,8,1,12.0,8,1,15.3,8,1,13.5,0,8,1,0,1,8,1,77,8,1,雨一時曇,8,1,曇時々雨,8,1
2022/3/27,20.0,8,1,12.9,8,1,15.5,8,1,2.0,0,8,1,0,1,8,1,57,8,1,晴一時曇,8,1,晴後薄曇,8,1
2022/3/28,15.5,8,1,8.5,8,1,12.1,8,1,0,1,8,1,0,1,8,1,45,8,1,晴後曇,8,1,曇,8,1
2022/3/29,16.2,8,1,7.8,8,1,11.6,8,1,0,1,8,1,0,1,8,1,53,8,1,曇,8,1,曇後晴,8,1
2022/3/30,21.2,8,1,9.5,8,1,15.4,8,1,0,1,8,1,0,1,8,1,68,8,1,晴後薄曇,8,1,曇,8,1
2022/3/31,16.2,8,1,8.9,8,1,13.5,8,1,5.5,0,8,1,0,1,8,1,81,8,1,雨一時曇,8,1,曇時々雨,8,1
2022/4/1,14.0,8,1,6.9,8,1,9.5,8,1,3.0,0,8,1,0,1,8,1,46,8,1,晴,8,1,晴後時々薄曇,8,1
2022/4/2,14.8,8,1,5.2,8,1,9.5,8,1,0.0,0,8,1,0,1,8,1,48,8,1,薄曇,8,1,曇一時雨,8,1
2022/4/3,13.0,8,1,8.8,8,1,10.7,8,1,2.0,0,8,1,0,1,8,1,79,8,1,雨一時曇,8,1,曇一時晴,8,1
2022/4/4,19.8,8,1,9.4,8,1,13.0,8,1,0,1,8,1,0,1,8,1,57,8,1,晴,8,1,快晴,8,1
2022/4/5,19.6,8,1,7.4,8,1,13.4,8,1,0,1,8,1,0,1,8,1,50,8,1,晴後一時曇,8,1,薄曇,8,1
2022/4/6,21.2,8,1,11.7,8,1,16.3,8,1,0,1,8,1,0,1,8,1,46,8,1,薄曇一時晴,8,1,晴一時薄曇,8,1
2022/4/7,21.1,8,1,10.9,8,1,16.2,8,1,0.0,0,8,1,0,1,8,1,54,8,1,晴一時薄曇,8,1,晴,8,1
2022/4/8,21.1,8,1,12.3,8,1,16.2,8,1,0,1,8,1,0,1,8,1,51,8,1,晴,8,1,快晴,8,1
2022/4/9,23.8,8,1,10.9,8,1,17.1,8,1,0,1,8,1,0,1,8,1,51,8,1,快晴,8,1,快晴,8,1
2022/4/10,25.9,8,1,13.3,8,1,19.1,8,1,0,1,8,1,0,1,8,1,61,8,1,晴,8,1,晴時々薄曇,8,1
2022/4/11,23.0,8,1,15.6,8,1,18.6,8,1,0,1,8,1,0,1,8,1,66,8,1,曇一時晴,8,1,晴一時曇,8,1
2022/4/12,25.4,8,1,15.4,8,1,19.7,8,1,0,1,8,1,0,1,8,1,71,8,1,曇後晴,8,1,晴後曇,8,1
2022/4/13,27.3,8,1,18.4,8,1,21.0,8,1,0.0,0,8,1,0,1,8,1,72,8,1,曇時々晴,8,1,曇後雨,8,1
2022/4/14,26.8,8,1,16.0,8,1,20.0,8,1,6.0,0,8,1,0,1,8,1,76,8,1,曇一時雨,8,1,雨時々曇、雷を伴う,8,1
2022/4/15,18.4,8,1,13.5,8,1,16.1,8,1,7.5,0,8,1,0,1,8,1,76,8,1,曇,8,1,曇一時雨,8,1
2022/4/16,17.9,8,1,9.5,8,1,13.5,8,1,0.0,0,8,1,0,1,8,1,49,8,1,晴一時曇,8,1,薄曇時々晴,8,1
2022/4/17,23.3,8,1,8.4,8,1,14.8,8,1,0,1,8,1,0,1,8,1,56,8,1,晴,8,1,晴後薄曇,8,1
2022/4/18,22.4,8,1,13.4,8,1,17.7,8,1,0,1,8,1,0,1,8,1,60,8,1,薄曇,8,1,晴一時曇,8,1
2022/4/19,23.2,8,1,12.5,8,1,17.6,8,1,0,1,8,1,0,1,8,1,35,8,1,薄曇後一時晴,8,1,晴,8,1
2022/4/20,25.0,8,1,11.9,8,1,18.2,8,1,0,1,8,1,0,1,8,1,43,8,1,晴,8,1,晴後曇,8,1
2022/4/21,20.5,8,1,15.0,8,1,17.0,8,1,8.5,0,8,1,0,1,8,1,80,8,1,曇後雨,8,1,曇時々雨,8,1
2022/4/22,23.1,8,1,15.7,8,1,18.5,8,1,0.0,0,8,1,0,1,8,1,74,8,1,晴一時曇,8,1,晴後薄曇,8,1
2022/4/23,25.1,8,1,15.6,8,1,20.1,8,1,0,1,8,1,0,1,8,1,63,8,1,曇一時晴,8,1,曇,8,1
2022/4/24,19.5,8,1,16.2,8,1,17.6,8,1,15.0,0,8,1,0,1,8,1,88,8,1,雨一時曇,8,1,曇時々雨,8,1
2022/4/25,27.4,8,1,17.0,8,1,20.9,8,1,0,1,8,1,0,1,8,1,75,8,1,晴一時曇,8,1,曇,8,1
2022/4/26,26.1,8,1,18.1,8,1,21.9,8,1,28.5,0,8,1,0,1,8,1,81,8,1,曇時々雨,8,1,大雨一時曇,8,1
2022/4/27,23.8,8,1,13.7,8,1,19.2,8,1,11.0,0,8,1,0,1,8,1,79,8,1,曇一時雨,8,1,曇時々晴,8,1
2022/4/28,26.4,8,1,12.5,8,1,18.7,8,1,0,1,8,1,0,1,8,1,57,8,1,晴一時曇,8,1,晴後曇,8,1
2022/4/29,20.5,8,1,11.6,8,1,15.9,8,1,34.5,0,8,1,0,1,8,1,80,8,1,大雨時々曇,8,1,曇時々雨,8,1
2022/4/30,22.2,8,1,11.3,8,1,15.8,8,1,0.0,0,8,1,0,1,8,1,53,8,1,晴,8,1,曇時々晴後雨,8,1
2022/5/1,19.0,8,1,11.4,8,1,14.9,8,1,5.0,0,8,1,0,1,8,1,74,8,1,雨後曇,8,1,晴一時曇,8,1
2022/5/2,20.6,8,1,9.5,8,1,14.6,8,1,0.0,0,8,1,0,1,8,1,55,8,1,晴,8,1,晴一時雨,8,1
2022/5/3,20.7,8,1,10.6,8,1,15.6,8,1,0,1,8,1,0,1,8,1,50,8,1,晴,8,1,快晴,8,1
2022/5/4,23.7,8,1,11.5,8,1,17.9,8,1,0,1,8,1,0,1,8,1,52,8,1,晴後一時薄曇,8,1,薄曇後晴,8,1
2022/5/5,25.8,8,1,13.7,8,1,19.4,8,1,0,1,8,1,0,1,8,1,60,8,1,晴後一時薄曇,8,1,曇一時晴,8,1
2022/5/6,26.4,8,1,16.4,8,1,20.3,8,1,0,1,8,1,0,1,8,1,59,8,1,曇後晴,8,1,快晴,8,1
2022/5/7,26.9,8,1,15.8,8,1,21.4,8,1,0.0,0,8,1,0,1,8,1,59,8,1,晴,8,1,曇時々晴,8,1
2022/5/8,23.9,8,1,13.4,8,1,17.8,8,1,0,1,8,1,0,1,8,1,40,8,1,晴時々薄曇,8,1,晴後曇,8,1
2022/5/9,16.4,8,1,13.1,8,1,14.5,8,1,0.0,0,8,1,0,1,8,1,59,8,1,曇後雨,8,1,晴時々曇,8,1
2022/5/10,25.4,8,1,11.5,8,1,18.2,8,1,0,1,8,1,0,1,8,1,62,8,1,曇,8,1,曇後一時雨,8,1
2022/5/11,26.4,8,1,17.4,8,1,20.5,8,1,0.5,0,8,1,0,1,8,1,66,8,1,雨後晴一時曇,8,1,曇,8,1
2022/5/12,20.5,8,1,18.3,8,1,19.3,8,1,17.5,0,8,1,0,1,8,1,87,8,1,雨,8,1,雨後曇,8,1
2022/5/13,21.9,8,1,18.3,8,1,20.2,8,1,13.5,0,8,1,0,1,8,1,93,8,1,雨一時曇,8,1,雨,8,1
2022/5/14,23.4,8,1,15.3,8,1,19.7,8,1,8.5,0,8,1,0,1,8,1,73,8,1,曇後晴,8,1,薄曇一時晴,8,1
2022/5/15,20.4,8,1,13.3,8,1,17.2,8,1,0.0,0,8,1,0,1,8,1,54,8,1,曇,8,1,曇,8,1
2022/5/16,22.1,8,1,14.6,8,1,18.1,8,1,0,1,8,1,0,1,8,1,59,8,1,曇,8,1,曇,8,1
2022/5/17,22.2,8,1,16.4,8,1,18.8,8,1,0,1,8,1,0,1,8,1,64,8,1,曇,8,1,薄曇,8,1
2022/5/18,26.8,8,1,14.3,8,1,20.7,8,1,0,1,8,1,0,1,8,1,51,8,1,晴一時薄曇,8,1,快晴,8,1
2022/5/19,27.5,8,1,15.8,8,1,21.9,8,1,0,1,8,1,0,1,8,1,43,8,1,薄曇,8,1,薄曇,8,1
2022/5/20,25.1,8,1,18.0,8,1,21.5,8,1,0,1,8,1,0,1,8,1,51,8,1,曇,8,1,曇後一時雨,8,1
2022/5/21,22.9,8,1,17.2,8,1,19.8,8,1,0.0,0,8,1,0,1,8,1,64,8,1,曇時々雨,8,1,曇後時々晴,8,1
2022/5/22,26.3,8,1,16.3,8,1,21.2,8,1,2.0,0,8,1,0,1,8,1,63,8,1,晴,8,1,曇時々晴一時雨、雷を伴う,8,1
2022/5/23,28.1,8,1,18.1,8,1,22.4,8,1,0.0,0,8,1,0,1,8,1,54,8,1,晴後薄曇,8,1,晴時々薄曇,8,1
2022/5/24,29.5,8,1,17.3,8,1,22.7,8,1,0,1,8,1,0,1,8,1,54,8,1,快晴,8,1,晴後一時薄曇,8,1
2022/5/25,29.7,8,1,19.5,8,1,23.8,8,1,0,1,8,1,0,1,8,1,63,8,1,晴一時薄曇,8,1,晴後一時薄曇,8,1
2022/5/26,28.3,8,1,19.5,8,1,23.1,8,1,4.0,0,8,1,0,1,8,1,68,8,1,曇,8,1,雨時々曇,8,1
2022/5/27,26.3,8,1,18.2,8,1,22.0,8,1,17.5,0,8,1,0,1,8,1,68,8,1,晴時々曇,8,1,晴,8,1
2022/5/28,27.5,8,1,18.3,8,1,23.5,8,1,0,1,8,1,0,1,8,1,54,8,1,薄曇時々晴,8,1,晴一時薄曇,8,1
2022/5/29,31.8,8,1,19.2,8,1,25.2,8,1,0,1,8,1,0,1,8,1,48,8,1,晴,8,1,晴時々薄曇,8,1
2022/5/30,27.9,8,1,17.6,8,1,22.5,8,1,9.0,0,8,1,0,1,8,1,67,8,1,曇時々雨一時晴,8,1,雨一時曇,8,1
2022/5/31,26.6,8,1,17.5,8,1,20.8,8,1,2.5,0,8,1,0,1,8,1,72,8,1,曇時々晴一時雨,8,1,晴後一時薄曇,8,1
2022/6/1,27.2,8,1,15.4,8,1,21.3,8,1,0,1,8,1,0,1,8,1,49,8,1,薄曇,8,1,晴時々薄曇,8,1
2022/6/2,29.2,8,1,17.5,8,1,23.2,8,1,0,1,8,1,0,1,8,1,54,8,1,快晴,8,1,晴,8,1
2022/6/3,29.1,8,1,19.9,8,1,24.0,8,1,0.0,0,8,1,0,1,8,1,57,8,1,晴後一時曇,8,1,晴後一時薄曇,8,1
2022/6/4,29.2,8,1,17.7,8,1,22.9,8,1,0,1,8,1,0,1,8,1,50,8,1,晴,8,1,薄曇,8,1
2022/6/5,25.5,8,1,18.7,8,1,21.5,8,1,6.5,0,8,1,0,1,8,1,71,8,1,曇後時々雨,8,1,雨,8,1
2022/6/6,23.1,8,1,17.4,8,1,19.9,8,1,17.0,0,8,1,0,1,8,1,86,8,1,雨一時曇,8,1,曇時々雨後晴,8,1
2022/6/7,24.9,8,1,16.8,8,1,20.5,8,1,0,1,8,1,0,1,8,1,62,8,1,晴後一時曇,8,1,晴,8,1
2022/6/8,26.7,8,1,15.2,8,1,20.9,8,1,0,1,8,1,0,1,8,1,59,8,1,晴一時曇,8,1,晴後一時薄曇,8,1
2022/6/9,28.8,8,1,17.3,8,1,22.8,8,1,0,1,8,1,0,1,8,1,62,8,1,晴,8,1,晴一時曇,8,1
2022/6/10,29.0,8,1,21.1,8,1,24.1,8,1,0,1,8,1,0,1,8,1,69,8,1,晴後薄曇,8,1,曇,8,1
2022/6/11,24.2,8,1,19.9,8,1,22.0,8,1,1.5,0,8,1,0,1,8,1,79,8,1,雨時々曇,8,1,雨後時々曇一時晴,8,1
2022/6/12,27.7,8,1,18.6,8,1,22.6,8,1,0.0,0,8,1,0,1,8,1,58,8,1,晴,8,1,薄曇,8,1
2022/6/13,26.3,8,1,17.4,8,1,22.1,8,1,0,1,8,1,0,1,8,1,58,8,1,曇,8,1,曇時々雨,8,1
2022/6/14,22.6,8,1,17.1,8,1,19.9,8,1,13.0,0,8,1,0,1,8,1,79,8,1,雨一時曇,8,1,雨一時曇,8,1
2022/6/15,27.2,8,1,17.9,8,1,21.3,8,1,1.5,0,8,1,0,1,8,1,81,8,1,曇時々雨,8,1,曇時々雨,8,1
2022/6/16,27.2,8,1,20.3,8,1,23.5,8,1,0.5,0,8,1,0,1,8,1,79,8,1,曇,8,1,曇,8,1
2022/6/17,29.8,8,1,21.6,8,1,25.3,8,1,0,1,8,1,0,1,8,1,71,8,1,曇一時晴,8,1,曇,8,1
2022/6/18,28.3,8,1,22.8,8,1,24.6,8,1,0.0,0,8,1,0,1,8,1,75,8,1,曇,8,1,晴後曇,8,1
2022/6/19,30.0,8,1,22.1,8,1,25.2,8,1,0,1,8,1,0,1,8,1,74,8,1,曇一時晴,8,1,曇,8,1
2022/6/20,29.2,8,1,23.9,8,1,26.0,8,1,0,1,8,1,0,1,8,1,74,8,1,曇,8,1,曇,8,1
2022/6/21,25.1,8,1,22.1,8,1,23.8,8,1,55.5,0,8,1,0,1,8,1,91,8,1,雨,8,1,大雨,8,1
2022/6/22,30.2,8,1,22.2,8,1,25.7,8,1,3.0,0,8,1,0,1,8,1,83,8,1,晴一時雨,8,1,曇一時雨後一時晴,8,1
2022/6/23,32.4,8,1,24.5,8,1,28.0,8,1,0.0,0,8,1,0,1,8,1,72,8,1,晴時々曇,8,1,晴,8,1
2022/6/24,34.0,8,1,25.8,8,1,29.9,8,1,0.0,0,8,1,0,1,8,1,63,8,1,晴一時薄曇,8,1,晴後時々曇,8,1
2022/6/25,31.5,8,1,24.9,8,1,27.6,8,1,2.5,0,8,1,0,1,8,1,74,8,1,曇時々晴後雨、雷を伴う,8,1,晴,8,1
2022/6/26,31.5,8,1,23.9,8,1,27.1,8,1,0,1,8,1,0,1,8,1,71,8,1,曇時々晴,8,1,晴一時薄曇,8,1
2022/6/27,32.1,8,1,25.2,8,1,28.0,8,1,0,1,8,1,0,1,8,1,74,8,1,薄曇,8,1,晴,8,1
