年月日,最高気温(℃),最高気温(℃),最高気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降雪量合計(cm),降雪量合計(cm),降雪量合計(cm),降雪量合計(cm),平均湿度(％),平均湿度(％),平均湿度(％),天気概況(昼：06時～18時),天気概況(昼：06時～18時),天気概況(昼：06時～18時),天気概況(夜：18時～翌日06時),天気概況(夜：18時～翌日06時),天気概況(夜：18時～翌日06時)
2023/2/2,-1.4,8,1,-7.8,8,1,-5.1,8,1,8.5,0,8,1,11,0,8,1,71,8,1,雪一時晴,8,1,雪後晴,8,1
2023/2/3,-3.0,8,1,-8.3,8,1,-5.4,8,1,0.0,0,8,1,0,1,8,1,60,8,1,晴後時々曇,8,1,曇一時雪,8,1
2023/2/4,-1.9,8,1,-7.8,8,1,-4.8,8,1,0.5,0,8,1,1,0,8,1,70,8,1,晴時々雪,8,1,晴,8,1
2023/2/5,0.1,8,1,-8.7,8,1,-3.6,8,1,2.5,0,8,1,6,0,8,1,70,8,1,曇時々晴一時雪,8,1,雪,8,1
2023/2/6,1.7,8,1,-4.0,8,1,-0.9,8,1,4.5,0,8,1,5,0,8,1,76,8,1,曇時々雪一時晴,8,1,雪後晴一時曇,8,1
2023/2/7,1.5,8,1,-6.4,8,1,-2.5,8,1,0.0,0,8,1,0,1,8,1,64,8,1,晴一時雪,8,1,晴後時々薄曇,8,1
2023/2/8,-0.5,8,1,-8.3,8,1,-4.7,8,1,0.0,0,8,1,0,1,8,1,68,8,1,曇時々雪,8,1,晴後雪,8,1
2023/2/9,-3.5,8,1,-6.8,8,1,-5.4,8,1,9.5,0,8,1,13,0,8,1,72,8,1,雪一時曇,8,1,雪一時曇,8,1
2023/2/10,-2.1,8,1,-8.1,8,1,-4.8,8,1,0.5,0,8,1,1,0,8,1,75,8,1,曇,8,1,曇時々晴一時雪,8,1
2023/2/11,1.2,8,1,-6.8,8,1,-2.2,8,1,0.0,0,8,1,0,1,8,1,81,8,1,雪時々曇一時晴,8,1,雪時々曇,8,1
2023/2/12,3.3,8,1,-1.3,8,1,0.4,8,1,1.5,0,8,1,5,0,8,1,82,8,1,雪後時々曇,8,1,雪,8,1
2023/2/13,0.9,8,1,-3.5,8,1,-1.8,8,1,8.5,0,8,1,13,0,8,1,86,8,1,雪一時曇,8,1,雪後一時晴,8,1
2023/2/14,-0.6,8,1,-9.3,8,1,-4.7,8,1,5.0,0,8,1,7,0,8,1,73,8,1,晴後雪,8,1,曇時々雪,8,1
2023/2/15,-6.4,8,1,-10.5,8,1,-8.3,8,1,7.5,0,8,1,10,0,8,1,75,8,1,雪,8,1,雪後一時晴,8,1
2023/2/16,-0.2,8,1,-8.6,8,1,-4.3,8,1,2.5,0,8,1,6,0,8,1,74,8,1,晴後曇一時雪,8,1,雪後晴,8,1
2023/2/17,3.6,8,1,-6.0,8,1,-0.3,8,1,0.0,0,8,1,0,1,8,1,79,8,1,雪時々曇一時みぞれ,8,1,雪一時曇後晴,8,1
2023/2/18,5.7,8,1,-2.8,8,1,2.2,8,1,0.5,0,8,1,1,0,8,1,69,8,1,晴一時雪後曇,8,1,曇時々雪,8,1
2023/2/19,2.2,8,1,-2.2,8,1,-0.1,8,1,3.5,0,8,1,10,0,8,1,86,8,1,雪時々曇,8,1,雪,8,1
2023/2/20,-0.5,8,1,-5.8,8,1,-2.4,8,1,13.5,0,8,1,13,0,8,1,81,8,1,雪一時ふぶき後一時晴、あられを伴う,8,1,雪後晴,8,1
2023/2/21,-3.0,8,1,-9.1,8,1,-5.7,8,1,3.5,0,8,1,6,0,8,1,70,8,1,晴後一時雪,8,1,雪時々曇,8,1
2023/2/22,0.7,8,1,-7.9,8,1,-2.8,8,1,1.0,0,8,1,2,0,8,1,71,8,1,雪後晴一時曇,8,1,雪一時曇,8,1
2023/2/23,2.9,8,1,-4.0,8,1,-0.2,8,1,3.5,0,8,1,4,0,8,1,86,8,1,雪一時曇,8,1,晴一時雪,8,1
2023/2/24,2.9,8,1,-5.6,8,1,-1.5,8,1,0.5,0,8,1,3,0,8,1,76,8,1,晴後雪,8,1,曇一時晴後時々雪,8,1
2023/2/25,0.7,8,1,-5.9,8,1,-2.1,8,1,6.5,0,8,1,11,0,8,1,81,8,1,雪一時晴,8,1,晴一時雪,8,1
2023/2/26,-0.9,8,1,-6.7,8,1,-4.1,8,1,10.5,0,8,1,13,0,8,1,78,8,1,雪時々あられ、ふぶきを伴う,8,1,雪一時あられ後一時晴,8,1
2023/2/27,3.6,8,1,-8.1,8,1,-1.5,8,1,0.5,0,8,1,0,1,8,1,72,8,1,晴,8,1,快晴,8,1
2023/2/28,11.2,8,1,-4.7,8,1,4.8,8,1,0,1,8,1,0,1,8,1,63,8,1,晴一時薄曇,8,1,晴後曇時々雨,8,1
2023/3/1,6.8,8,1,1.3,8,1,3.3,8,1,0.5,0,8,1,0,1,8,1,72,8,1,曇時々雨一時みぞれ,8,1,曇一時雪,8,1
2023/3/2,3.0,8,1,-1.6,8,1,0.5,8,1,0.5,0,8,1,3,0,8,1,71,8,1,晴一時曇後一時雪、あられを伴う,8,1,晴一時雪,8,1
2023/3/3,3.8,8,1,-2.7,8,1,0.2,8,1,1.0,0,8,1,4,0,8,1,66,8,1,雪後曇時々晴,8,1,雪時々曇,8,1
2023/3/4,2.5,8,1,-2.5,8,1,-0.7,8,1,4.5,0,8,1,6,0,8,1,84,8,1,雪,8,1,曇時々雪後晴,8,1
2023/3/5,6.3,8,1,-5.4,8,1,1.1,8,1,0,1,8,1,0,1,8,1,67,8,1,快晴,8,1,快晴,8,1
2023/3/6,10.7,8,1,-2.2,8,1,4.8,8,1,0,1,8,1,0,1,8,1,65,8,1,晴,8,1,晴後薄曇,8,1
2023/3/7,11.5,8,1,3.3,8,1,7.2,8,1,0,1,8,1,0,1,8,1,68,8,1,晴一時曇,8,1,晴後薄曇,8,1
2023/3/8,11.2,8,1,2.1,8,1,4.9,8,1,0.0,0,8,1,0,1,8,1,77,8,1,曇後時々雨,8,1,晴一時曇,8,1
2023/3/9,7.2,8,1,-1.4,8,1,2.7,8,1,1.0,0,8,1,0,1,8,1,71,8,1,晴後曇,8,1,雨一時曇,8,1
2023/3/10,7.5,8,1,1.6,8,1,4.5,8,1,6.0,0,8,1,0,1,8,1,87,8,1,雨一時曇,8,1,みぞれ時々雨,8,1
2023/3/11,5.4,8,1,1.5,8,1,3.1,8,1,0.0,0,8,1,0,1,8,1,76,8,1,曇時々晴一時雨,8,1,曇後晴,8,1
2023/3/12,7.6,8,1,0.9,8,1,5.0,8,1,0.0,0,8,1,0,1,8,1,73,8,1,薄曇時々晴,8,1,曇時々雨一時晴,8,1
2023/3/13,9.7,8,1,2.1,8,1,6.8,8,1,8.5,0,8,1,0,1,8,1,75,8,1,雨、大風を伴う,8,1,曇時々晴一時雪、みぞれを伴う,8,1
2023/3/14,5.1,8,1,0.1,8,1,2.3,8,1,0.0,0,8,1,0,1,8,1,56,8,1,曇後一時晴,8,1,快晴,8,1
2023/3/15,9.6,8,1,-0.7,8,1,4.4,8,1,0,1,8,1,0,1,8,1,50,8,1,晴時々曇,8,1,曇,8,1
2023/3/16,6.3,8,1,1.9,8,1,4.1,8,1,1.5,0,8,1,0,1,8,1,72,8,1,雨時々曇、大風を伴う,8,1,晴後雪時々曇,8,1
2023/3/17,5.7,8,1,0.2,8,1,2.2,8,1,0.5,0,8,1,1,0,8,1,65,8,1,晴後雪一時みぞれ,8,1,晴後曇,8,1
2023/3/18,7.0,8,1,0.3,8,1,3.5,8,1,0,1,8,1,0,1,8,1,51,8,1,曇時々晴,8,1,晴,8,1
2023/3/19,10.7,8,1,-0.8,8,1,5.4,8,1,0,1,8,1,0,1,8,1,44,8,1,晴後一時薄曇,8,1,晴,8,1
2023/3/20,14.3,8,1,0.3,8,1,7.7,8,1,0,1,8,1,0,1,8,1,50,8,1,快晴,8,1,晴,8,1
2023/3/21,16.9,8,1,3.2,8,1,9.5,8,1,0,1,8,1,0,1,8,1,49,8,1,快晴,8,1,晴,8,1
2023/3/22,19.1,8,1,4.4,8,1,11.6,8,1,0,1,8,1,0,1,8,1,47,8,1,晴一時薄曇,8,1,曇,8,1
2023/3/23,14.3,8,1,9.3,8,1,10.7,8,1,0.5,0,8,1,0,1,8,1,75,8,1,曇,8,1,雨時々曇,8,1
2023/3/24,10.0,8,1,1.4,8,1,4.8,8,1,0.5,0,8,1,0,1,8,1,76,8,1,曇時々雨一時みぞれ、あられを伴う,8,1,晴,8,1
2023/3/25,9.1,8,1,-0.7,8,1,3.8,8,1,0,1,8,1,0,1,8,1,60,8,1,晴一時薄曇,8,1,晴一時曇,8,1
2023/3/26,7.1,8,1,1.5,8,1,4.0,8,1,8.0,0,8,1,0,1,8,1,80,8,1,雨一時曇,8,1,雨,8,1
2023/3/27,8.3,8,1,1.2,8,1,5.0,8,1,2.5,0,8,1,0,1,8,1,58,8,1,晴,8,1,快晴,8,1
2023/3/28,12.9,8,1,0.6,8,1,6.5,8,1,0,1,8,1,0,1,8,1,54,8,1,晴,8,1,快晴,8,1
2023/3/29,12.6,8,1,1.4,8,1,6.8,8,1,0.0,0,8,1,0,1,8,1,58,8,1,晴,8,1,晴,8,1
2023/3/30,14.5,8,1,4.4,8,1,9.1,8,1,0,1,8,1,0,1,8,1,58,8,1,快晴,8,1,曇一時晴,8,1
2023/3/31,11.8,8,1,5.9,8,1,8.3,8,1,0.0,0,8,1,0,1,8,1,67,8,1,雨後晴,8,1,曇時々晴一時雨,8,1
2023/4/1,8.3,8,1,3.2,8,1,5.3,8,1,1.5,0,8,1,0,1,8,1,74,8,1,曇時々雨一時晴,8,1,曇時々雨後時々晴,8,1
2023/4/2,10.5,8,1,2.9,8,1,5.8,8,1,0,1,8,1,0,1,8,1,77,8,1,晴,8,1,晴一時曇,8,1
2023/4/3,13.0,8,1,1.6,8,1,6.7,8,1,0,1,8,1,0,1,8,1,69,8,1,快晴,8,1,晴一時薄曇,8,1
2023/4/4,17.0,8,1,3.8,8,1,10.0,8,1,0,1,8,1,0,1,8,1,55,8,1,薄曇,8,1,曇,8,1
2023/4/5,16.8,8,1,8.1,8,1,11.7,8,1,0,1,8,1,0,1,8,1,59,8,1,曇,8,1,曇,8,1
2023/4/6,15.3,8,1,9.4,8,1,11.3,8,1,0.5,0,8,1,0,1,8,1,69,8,1,雨一時曇,8,1,雨後曇一時晴,8,1
2023/4/7,13.1,8,1,7.4,8,1,9.9,8,1,4.5,0,8,1,0,1,8,1,91,8,1,雨,8,1,曇一時雨,8,1
2023/4/8,12.6,8,1,5.4,8,1,7.6,8,1,3.5,0,8,1,0,1,8,1,82,8,1,曇一時晴後時々雨、雷を伴う,8,1,曇時々雨,8,1
2023/4/9,8.4,8,1,3.9,8,1,6.0,8,1,1.0,0,8,1,0,1,8,1,65,8,1,曇一時雨後晴,8,1,晴,8,1
2023/4/10,17.1,8,1,3.0,8,1,10.7,8,1,0,1,8,1,0,1,8,1,56,8,1,晴,8,1,晴後曇,8,1
2023/4/11,17.5,8,1,8.1,8,1,13.0,8,1,0,1,8,1,0,1,8,1,63,8,1,曇,8,1,曇一時晴後雨,8,1
2023/4/12,14.6,8,1,4.5,8,1,10.4,8,1,11.0,0,8,1,0,1,8,1,50,8,1,晴一時雨,8,1,晴後曇一時雨、あられを伴う,8,1
2023/4/13,12.5,8,1,5.3,8,1,9.2,8,1,0.0,0,8,1,0,1,8,1,36,8,1,晴一時雨、あられを伴う,8,1,薄曇時々晴,8,1
2023/4/14,14.0,8,1,5.0,8,1,9.0,8,1,0.0,0,8,1,0,1,8,1,56,8,1,曇一時晴後一時雨,8,1,晴,8,1
2023/4/15,11.9,8,1,3.7,8,1,8.2,8,1,0.0,0,8,1,0,1,8,1,51,8,1,薄曇一時晴,8,1,曇後雨,8,1
2023/4/16,8.3,8,1,4.2,8,1,6.4,8,1,23.0,0,8,1,0,1,8,1,90,8,1,雨,8,1,雨後一時みぞれ,8,1
2023/4/17,4.9,8,1,1.5,8,1,3.5,8,1,5.5,0,8,1,0,1,8,1,80,8,1,雨時々みぞれ、あられを伴う,8,1,晴時々曇,8,1
2023/4/18,14.5,8,1,1.5,8,1,7.9,5,1,0,1,8,1,0,1,8,1,62,5,1,晴後一時薄曇,8,1,曇後時々雨,8,1
2023/4/19,11.8,8,1,6.0,8,1,8.8,8,1,0.0,0,8,1,0,1,8,1,72,8,1,曇一時雨,8,1,曇一時雨後時々晴,8,1
2023/4/20,13.8,8,1,7.4,8,1,10.6,8,1,0.0,0,8,1,0,1,8,1,65,8,1,曇後一時雨,8,1,曇一時雨後晴,8,1
2023/4/21,13.4,8,1,7.3,8,1,10.1,8,1,0.0,0,8,1,0,1,8,1,38,8,1,晴一時薄曇,8,1,晴一時薄曇後時々みぞれ,8,1
2023/4/22,9.4,8,1,5.5,8,1,7.3,8,1,0.0,0,8,1,0,1,8,1,53,8,1,曇時々晴一時雨、ひょうを伴う,8,1,晴後時々曇,8,1
2023/4/23,11.5,8,1,5.5,8,1,8.0,8,1,0.5,0,8,1,0,1,8,1,48,8,1,曇時々雨、あられを伴う,8,1,曇時々晴後一時雨,8,1
2023/4/24,10.5,8,1,4.6,8,1,8.0,8,1,0.0,0,8,1,0,1,8,1,51,8,1,晴一時雨,8,1,晴後一時薄曇,8,1
2023/4/25,16.9,8,1,5.1,8,1,11.0,8,1,0,1,8,1,0,1,8,1,39,8,1,晴時々薄曇,8,1,曇後時々雨,8,1
2023/4/26,13.3,8,1,6.8,8,1,9.7,8,1,4.0,0,8,1,0,1,8,1,80,8,1,雨一時曇,8,1,雨後晴一時曇,8,1
2023/4/27,14.7,8,1,6.6,8,1,10.8,8,1,0.0,0,8,1,0,1,8,1,41,8,1,快晴,8,1,晴後時々薄曇,8,1
2023/4/28,19.5,8,1,6.8,8,1,12.2,8,1,0.0,0,8,1,0,1,8,1,57,8,1,曇後時々雨,8,1,曇,8,1
2023/4/29,18.1,8,1,9.4,8,1,13.8,8,1,0.0,0,8,1,0,1,8,1,65,8,1,曇後一時雨,8,1,雨,8,1
2023/4/30,21.1,8,1,10.6,8,1,14.3,8,1,6.0,0,8,1,0,1,8,1,67,8,1,晴時々雨,8,1,晴,8,1
2023/5/1,18.5,8,1,7.5,8,1,11.3,8,1,0,1,8,1,0,1,8,1,64,8,1,晴後曇,8,1,曇一時晴,8,1
2023/5/2,15.0,8,1,6.9,8,1,10.7,8,1,0,1,8,1,0,1,8,1,61,8,1,快晴,8,1,晴,8,1
2023/5/3,22.7,8,1,7.1,8,1,14.7,8,1,0,1,8,1,0,1,8,1,47,8,1,曇後晴,8,1,晴後曇,8,1
2023/5/4,24.1,8,1,10.4,8,1,17.1,8,1,0.0,0,8,1,0,1,8,1,49,8,1,薄曇,8,1,薄曇後晴,8,1
2023/5/5,22.8,8,1,11.6,8,1,15.2,8,1,5.5,0,8,1,0,1,8,1,72,8,1,薄曇,8,1,雨,8,1
2023/5/6,12.9,8,1,9.0,8,1,11.0,8,1,7.5,0,8,1,0,1,8,1,77,8,1,曇一時雨,8,1,薄曇後一時晴,8,1
2023/5/7,15.2,8,1,7.9,8,1,10.8,8,1,0,1,8,1,0,1,8,1,56,8,1,薄曇,8,1,曇,8,1
2023/5/8,12.4,8,1,7.5,8,1,9.8,8,1,0,1,8,1,0,1,8,1,68,8,1,曇後一時晴,8,1,晴後一時曇,8,1
2023/5/9,17.4,8,1,5.9,8,1,12.0,8,1,0.0,0,8,1,0,1,8,1,63,8,1,曇一時晴後時々雨,8,1,晴時々曇,8,1
2023/5/10,16.1,8,1,8.0,8,1,11.2,8,1,0.0,0,8,1,0,1,8,1,64,8,1,晴一時雨,8,1,曇時々晴後時々雨,8,1
2023/5/11,11.1,8,1,5.6,8,1,8.0,8,1,0.5,0,8,1,0,1,8,1,66,8,1,曇時々雨後晴,8,1,晴後曇一時雨,8,1
2023/5/12,12.4,8,1,5.3,8,1,8.6,8,1,0.0,0,8,1,0,1,8,1,69,8,1,曇時々雨後時々晴,8,1,快晴,8,1
2023/5/13,21.5,8,1,4.7,8,1,13.5,8,1,0,1,8,1,0,1,8,1,53,8,1,薄曇時々晴,8,1,薄曇後晴,8,1
2023/5/14,23.7,8,1,10.6,8,1,16.6,8,1,0.0,0,8,1,0,1,8,1,54,8,1,晴後一時曇,8,1,曇時々雨,8,1
2023/5/15,15.7,8,1,11.6,8,1,13.7,8,1,0.0,0,8,1,0,1,8,1,81,8,1,雨一時曇,8,1,晴時々曇一時雨,8,1
2023/5/16,22.0,8,1,12.3,8,1,16.0,8,1,0,1,8,1,0,1,8,1,76,8,1,快晴,8,1,晴後曇,8,1
2023/5/17,21.8,8,1,11.9,8,1,16.2,8,1,0,1,8,1,0,1,8,1,71,8,1,晴時々薄曇,8,1,晴時々薄曇,8,1
2023/5/18,28.9,8,1,12.7,8,1,17.5,8,1,0,1,8,1,0,1,8,1,71,8,1,晴時々薄曇,8,1,曇,8,1
2023/5/19,19.4,8,1,10.1,8,1,13.9,8,1,0,1,8,1,0,1,8,1,79,8,1,曇時々晴,8,1,晴時々曇,8,1
2023/5/20,23.7,8,1,9.6,8,1,15.2,8,1,0,1,8,1,0,1,8,1,67,8,1,晴一時薄曇,8,1,曇時々晴後一時雨,8,1
2023/5/21,16.8,8,1,10.6,8,1,13.0,8,1,6.5,0,8,1,0,1,8,1,82,8,1,雨一時曇,8,1,晴時々曇、霧を伴う,8,1
2023/5/22,17.4,8,1,9.0,8,1,11.7,8,1,0.0,0,8,1,0,1,8,1,79,8,1,晴一時曇後雨,8,1,曇一時雨,8,1
2023/5/23,14.1,8,1,8.9,8,1,10.6,8,1,0.0,0,8,1,0,1,8,1,67,8,1,曇後晴,8,1,晴一時曇,8,1
2023/5/24,18.0,8,1,7.5,8,1,13.0,8,1,0,1,8,1,0,1,8,1,65,8,1,快晴,8,1,快晴,8,1
2023/5/25,26.2,8,1,8.5,8,1,18.1,8,1,0,1,8,1,0,1,8,1,48,8,1,晴,8,1,快晴,8,1
2023/5/26,25.6,8,1,12.8,8,1,19.3,8,1,0.0,0,8,1,0,1,8,1,50,8,1,薄曇後一時雨,8,1,曇時々雨,8,1
2023/5/27,25.8,8,1,15.4,8,1,20.3,8,1,0.0,0,8,1,0,1,8,1,61,8,1,晴一時雨後一時薄曇,8,1,薄曇,8,1
2023/5/28,23.0,8,1,15.3,8,1,17.9,8,1,0.5,0,8,1,0,1,8,1,73,8,1,曇後雨,8,1,曇時々雨,8,1
2023/5/29,16.4,8,1,11.1,8,1,13.8,8,1,0.0,0,8,1,0,1,8,1,89,8,1,雨時々曇,8,1,曇一時晴,8,1
2023/5/30,15.1,8,1,9.2,8,1,11.6,8,1,0.0,0,8,1,0,1,8,1,73,8,1,曇,8,1,曇後晴,8,1
2023/5/31,19.6,8,1,8.0,8,1,14.0,8,1,1.0,0,8,1,0,1,8,1,63,8,1,晴一時雨,8,1,快晴,8,1
2023/6/1,24.7,8,1,9.6,8,1,18.1,8,1,0.0,0,8,1,0,1,8,1,47,8,1,曇一時晴,8,1,曇一時雨,8,1
2023/6/2,21.9,8,1,15.2,8,1,18.5,8,1,24.5,0,8,1,0,1,8,1,66,8,1,曇後一時雨,8,1,雨時々曇,8,1
2023/6/3,16.4,8,1,9.4,8,1,13.2,8,1,6.0,0,8,1,0,1,8,1,83,8,1,曇時々雨,8,1,晴後一時曇,8,1
2023/6/4,17.4,8,1,8.2,8,1,11.7,8,1,1.5,0,8,1,0,1,8,1,81,8,1,雨時々曇,8,1,晴後一時雨,8,1
2023/6/5,17.7,8,1,8.9,8,1,13.7,8,1,3.0,0,8,1,0,1,8,1,77,8,1,曇時々雨,8,1,晴後曇一時雨,8,1
2023/6/6,22.5,8,1,10.9,8,1,17.7,8,1,0.5,0,8,1,0,1,8,1,72,8,1,晴後曇時々雨,8,1,晴後雨,8,1
2023/6/7,20.6,8,1,15.1,8,1,17.6,8,1,2.5,0,8,1,0,1,8,1,82,8,1,曇時々雨,8,1,曇時々晴一時雨,8,1
2023/6/8,26.2,8,1,14.3,8,1,19.0,8,1,0,1,8,1,0,1,8,1,74,8,1,晴一時薄曇,8,1,曇一時晴後時々雨,8,1
2023/6/9,19.2,8,1,15.4,8,1,17.1,8,1,4.5,0,8,1,0,1,8,1,83,8,1,雨,8,1,雨後時々晴,8,1
2023/6/10,22.5,8,1,14.9,8,1,17.7,8,1,0.5,0,8,1,0,1,8,1,76,8,1,晴,8,1,晴一時曇,8,1
2023/6/11,24.2,8,1,13.4,8,1,18.6,8,1,0,1,8,1,0,1,8,1,78,8,1,薄曇,8,1,薄曇時々晴,8,1
2023/6/12,25.6,8,1,15.7,8,1,20.6,8,1,1.0,0,8,1,0,1,8,1,72,8,1,晴時々薄曇,8,1,晴後曇時々雨,8,1
2023/6/13,21.9,8,1,16.9,8,1,18.8,8,1,6.0,0,8,1,0,1,8,1,80,8,1,曇後時々雨,8,1,曇後一時晴,8,1
2023/6/14,23.2,8,1,16.5,8,1,19.3,8,1,0.0,0,8,1,0,1,8,1,81,8,1,晴,8,1,曇時々晴,8,1
2023/6/15,26.5,8,1,16.0,8,1,21.0,8,1,0,1,8,1,0,1,8,1,76,8,1,薄曇時々晴,8,1,薄曇時々晴,8,1
2023/6/16,27.3,8,1,17.3,8,1,21.0,8,1,0,1,8,1,0,1,8,1,76,8,1,薄曇,8,1,曇一時晴,8,1
2023/6/17,28.7,8,1,16.9,8,1,22.9,8,1,0,1,8,1,0,1,8,1,62,8,1,晴時々曇,8,1,晴,8,1
2023/6/18,21.5,8,1,15.4,8,1,17.5,8,1,0.0,0,8,1,0,1,8,1,67,8,1,曇一時雨,8,1,晴後曇一時雨,8,1
