îN,èT,ÉCÉìÉtÉãÉGÉìÉU,RSÉEÉCÉãÉXä¥êıè«,àÙì™åãñåîM,Ç`åQónååê´⁄›ªãÖã€àÙì™âä,ä¥êıê´à›í∞âä,êÖìó,éËë´å˚ïa,ì`êıê´çgî¡,ìÀî≠ê´î≠ÇµÇÒ,ÉwÉãÉpÉìÉMÅ[Éi,ó¨çsê´é®â∫ëBâä,ã}ê´èoååê´åãñåâä,ó¨çsê´äpåãñåâä,ç◊ã€ê´êëñåâä,ñ≥ã€ê´êëñåâä,É}ÉCÉRÉvÉâÉYÉ}îxâä,ÉNÉâÉ~ÉWÉAîxâäÅiÉIÉEÉÄïaÇèúÇ≠Åj,ä¥êıê´à›í∞âäÅiÉçÉ^ÉEÉCÉãÉXÅj,COVID19
2007,10èT,27.20915033,0.286432161,0.226130653,2.125628141,7.025125628,2.110552764,0.065326633,0.587939698,0.628140704,0.015075377,0.487437186,0.019230769,0.25,0,0,0.533333333,0,,
2007,11èT,28.37254902,0.231155779,0.211055276,2.115577889,8.005025126,2.070351759,0.090452261,0.51758794,0.472361809,0.010050251,0.477386935,0,0.25,0,0,0.733333333,0.066666667,,
2007,12èT,23.21568627,0.145728643,0.175879397,1.43718593,7.854271357,1.904522613,0.055276382,0.462311558,0.43718593,0.025125628,0.43718593,0,0.230769231,0,0,1.066666667,0,,
2007,13èT,13.75490196,0.140703518,0.16080402,1.422110553,7.59798995,1.994974874,0.060301508,0.577889447,0.422110553,0.020100503,0.452261307,0,0.326923077,0.066666667,0.066666667,0.866666667,0.066666667,,
2007,14èT,5.379084967,0.16080402,0.231155779,1.065326633,7.603015075,1.713567839,0.050251256,0.688442211,0.457286432,0.040201005,0.376884422,0,0.423076923,0,0.133333333,0.933333333,0,,
2007,15èT,3.656862745,0.266331658,0.301507538,1.115577889,8.467336683,1.819095477,0.090452261,0.67839196,0.658291457,0.030150754,0.457286432,0,0.307692308,0,0.066666667,0.6,0.066666667,,
2007,16èT,2.754901961,0.115577889,0.256281407,1.547738693,9.311557789,1.56281407,0.075376884,0.603015075,0.713567839,0.010050251,0.507537688,0.019230769,0.173076923,0,0.066666667,0.866666667,0,,
2007,17èT,2.029411765,0.090452261,0.306532663,2.296482412,9.271356784,2.045226131,0.090452261,0.527638191,0.527638191,0.035175879,0.341708543,0.019230769,0.288461538,0.066666667,0.066666667,1,0,,
2007,18èT,0.666666667,0.065326633,0.195979899,1.175879397,5.688442211,1.577889447,0.100502513,0.376884422,0.371859296,0.035175879,0.291457286,0,0.307692308,0,0,0.266666667,0.066666667,,
2007,19èT,0.307189542,0.055276382,0.432160804,2.125628141,7.994974874,2.859296482,0.185929648,0.668341709,0.653266332,0.125628141,0.452261307,0.038461538,0.230769231,0.066666667,0.066666667,0.866666667,0,,
2007,20èT,0.176470588,0.140703518,0.432160804,2.201005025,8.105527638,2.477386935,0.221105528,0.673366834,0.592964824,0.135678392,0.492462312,0.019230769,0.230769231,0.066666667,0.066666667,0.8,0,,
2007,21èT,0.130718954,0.155778894,0.537688442,2.115577889,7.673366834,2.422110553,0.266331658,0.854271357,0.869346734,0.175879397,0.462311558,0,0.25,0,0,1.066666667,0,,
2007,22èT,0.128289474,0.208121827,0.360406091,2.233502538,7.299492386,3.025380711,0.335025381,0.685279188,0.802030457,0.248730964,0.624365482,0.019230769,0.230769231,0,0.133333333,0.4,0.066666667,,
2007,23èT,0.069078947,0.172588832,0.426395939,2.472081218,7.025380711,1.989847716,0.416243655,0.78680203,0.741116751,0.355329949,0.482233503,0,0.307692308,0,0,0.733333333,0,,
2007,24èT,0.009868421,0.147208122,0.487309645,1.994923858,5.852791878,2.467005076,0.30964467,0.710659898,0.715736041,0.558375635,0.52284264,0,0.326923077,0,0,0.4,0,,
2007,25èT,0.013157895,0.208121827,0.375634518,1.923857868,5.248730964,1.868020305,0.553299492,0.791878173,0.817258883,0.949238579,0.543147208,0,0.230769231,0,0,0.4,0,,
2007,26èT,0.009868421,0.162436548,0.527918782,1.979695431,5.035532995,1.756345178,0.83248731,0.898477157,0.76142132,1.949238579,0.527918782,0.019230769,0.25,0.133333333,0.066666667,0.133333333,0,,
2007,27èT,0.023026316,0.07106599,0.598984772,1.715736041,4.467005076,1.441624365,1.131979695,0.517766497,0.741116751,3.446700508,0.492385787,0.076923077,0.307692308,0,0,0.4,0.066666667,,
2007,28èT,0.069078947,0.086294416,0.563451777,1.588832487,4.07106599,1.015228426,1.517766497,0.609137056,0.715736041,5.426395939,0.532994924,0,0.307692308,0,0.066666667,0.266666667,0,,
2007,29èT,0.022875817,0.085427136,0.417085427,1.467336683,3.743718593,1.095477387,1.618090452,0.663316583,0.547738693,6.648241206,0.457286432,0,0.269230769,0,0.066666667,0.4,0,,
2007,30èT,0.009771987,0.055,0.4,1.385,3.575,0.785,1.315,0.64,0.585,6.695,0.39,0.019230769,0.346153846,0,0,0.266666667,0,,
2007,31èT,0.009771987,0.095,0.33,1.135,3.075,0.645,1.145,0.355,0.765,4.49,0.41,0,0.269230769,0,0.066666667,0.266666667,0,,
2007,32èT,0,0.075,0.41,0.92,3.015,0.56,0.735,0.3,0.605,2.87,0.4,0.019230769,0.25,0,0,0.466666667,0,,
2007,33èT,0.009771987,0.085,0.3,0.665,2.235,0.535,0.44,0.135,0.445,1.35,0.345,0,0.211538462,0,0.066666667,0.2,0,,
2007,34èT,0.009771987,0.1,0.335,0.87,3.28,0.445,0.46,0.19,0.735,1.06,0.25,0,0.269230769,0,0,0.266666667,0,,
2007,35èT,0.006514658,0.085,0.34,0.92,3.145,0.405,0.37,0.165,0.685,0.985,0.3,0.038461538,0.25,0.066666667,0,0.266666667,0,,
2007,36èT,0.016339869,0.16080402,0.316582915,1.090452261,3.045226131,0.412060302,0.447236181,0.150753769,0.884422111,0.793969849,0.216080402,0.019230769,0.365384615,0.2,0.066666667,0.8,0,,
2007,37èT,0.006535948,0.226130653,0.281407035,1.065326633,3.48241206,0.371859296,0.502512563,0.110552764,0.753768844,0.608040201,0.316582915,0.038461538,0.269230769,0,0,0.466666667,0,,
2007,38èT,0.016339869,0.211055276,0.331658291,1.020100503,2.809045226,0.432160804,0.417085427,0.095477387,0.587939698,0.492462312,0.271356784,0.019230769,0.423076923,0,0,0.066666667,0,,
2007,39èT,0.003267974,0.201005025,0.201005025,1.180904523,2.969849246,0.35678392,0.326633166,0.055276382,0.738693467,0.286432161,0.206030151,0,0.269230769,0,0,0.266666667,0,,
2007,40èT,0,0.291457286,0.185929648,1.261306533,3.050251256,0.361809045,0.376884422,0.070351759,0.59798995,0.216080402,0.281407035,0.019230769,0.288461538,0.066666667,0.133333333,0.466666667,0.066666667,,
2007,41èT,0,0.105527638,0.140703518,1.226130653,2.854271357,0.301507538,0.386934673,0.100502513,0.497487437,0.150753769,0.261306533,0,0.230769231,0,0,0.266666667,0,,
2007,42èT,0.026058632,0.206030151,0.175879397,1.311557789,3.376884422,0.492462312,0.256281407,0.090452261,0.618090452,0.180904523,0.296482412,0,0.269230769,0,0.066666667,0.4,0,,
2007,43èT,0.045602606,0.371859296,0.115577889,1.688442211,3.51758794,0.512562814,0.281407035,0.055276382,0.608040201,0.120603015,0.24120603,0.019230769,0.211538462,0,0,0.4,0.066666667,,
2007,44èT,0.081433225,0.507537688,0.185929648,1.497487437,4.020100503,0.809045226,0.261306533,0.075376884,0.567839196,0.060301508,0.261306533,0.019230769,0.096153846,0.066666667,0,0.533333333,0,,
2007,45èT,0.140065147,0.648241206,0.216080402,1.673366834,5.281407035,0.814070352,0.457286432,0.055276382,0.633165829,0.045226131,0.301507538,0,0.269230769,0.066666667,0,0.733333333,0,,
2007,46èT,0.214983713,0.929648241,0.256281407,1.391959799,6.718592965,0.949748744,0.391959799,0.100502513,0.557788945,0.075376884,0.201005025,0.038461538,0.365384615,0,0.066666667,0.466666667,0,,
2007,47èT,0.482084691,1.326633166,0.291457286,1.472361809,8.286432161,0.944723618,0.256281407,0.085427136,0.51758794,0.030150754,0.261306533,0,0.288461538,0.066666667,0,0.733333333,0.066666667,,
2007,48èT,0.824104235,1.72361809,0.457286432,1.43718593,11.95477387,1.266331658,0.24120603,0.070351759,0.618090452,0.035175879,0.261306533,0.038461538,0.384615385,0,0,1,0,,
2007,49èT,1.553745928,2.070351759,0.376884422,1.778894472,13.88442211,1.376884422,0.246231156,0.08040201,0.64321608,0.020100503,0.261306533,0,0.211538462,0,0,0.4,0,,
2007,50èT,3.35504886,2.346733668,0.311557789,1.628140704,16.02512563,1.864321608,0.256281407,0.135678392,0.547738693,0.050251256,0.211055276,0.019230769,0.192307692,0,0,0.4,0,,
2007,51èT,5.716612378,2.346733668,0.376884422,1.638190955,15.27638191,1.718592965,0.246231156,0.150753769,0.56281407,0.025125628,0.251256281,0.019230769,0.211538462,0.066666667,0,0.4,0,,
2007,52èT,5.853420195,1.959798995,0.386934673,1.201005025,11.95477387,2.020100503,0.145728643,0.075376884,0.442211055,0.035175879,0.150753769,0.038461538,0.153846154,0.066666667,0.066666667,0.533333333,0,,
2008,1èT,2.721311475,0.608040201,0.155778894,0.32160804,3.407035176,1.467336683,0.060301508,0.095477387,0.231155779,0.005025126,0.085427136,0.019230769,0.192307692,0,0,0.266666667,0,,
2008,2èT,7.072131148,0.814070352,0.236180905,1.32160804,8.050251256,1.889447236,0.090452261,0.125628141,0.447236181,0.035175879,0.211055276,0.057692308,0.5,0.133333333,0,0.133333333,0,,
2008,3èT,10.03934426,0.497487437,0.221105528,1.105527638,6.24120603,1.407035176,0.125628141,0.170854271,0.582914573,0.020100503,0.195979899,0.057692308,0.307692308,0,0,0.2,0,,
2008,4èT,14.73114754,0.582914573,0.296482412,1.366834171,6.115577889,1.608040201,0.170854271,0.120603015,0.542713568,0.035175879,0.175879397,0,0.25,0,0.066666667,0.533333333,0,,
2008,5èT,14.68852459,0.552763819,0.306532663,1.432160804,6.256281407,1.236180905,0.155778894,0.110552764,0.507537688,0.020100503,0.120603015,0.057692308,0.269230769,0,0.066666667,1.066666667,0.066666667,,
2008,6èT,10.80655738,0.306532663,0.32160804,1.346733668,5.879396985,1.577889447,0.201005025,0.055276382,0.507537688,0.045226131,0.120603015,0.038461538,0.288461538,0.066666667,0,0.2,0,,
2008,7èT,6.363934426,0.306532663,0.281407035,1.492462312,5.572864322,1.613065327,0.105527638,0.035175879,0.396984925,0.025125628,0.155778894,0.019230769,0.192307692,0,0,0.466666667,0,,
2008,8èT,5.085245902,0.206030151,0.396984925,1.603015075,6.24120603,1.743718593,0.221105528,0.070351759,0.497487437,0.025125628,0.221105528,0,0.25,0,0,0.4,0,,
2008,9èT,3.757377049,0.261306533,0.376884422,1.994974874,6.703517588,1.412060302,0.206030151,0.110552764,0.507537688,0.015075377,0.201005025,0.038461538,0.288461538,0,0,0.333333333,0,,
2008,10èT,2.986885246,0.165829146,0.557788945,2.261306533,8.432160804,1.56281407,0.211055276,0.105527638,0.522613065,0.030150754,0.211055276,0.019230769,0.211538462,0,0,0.6,0,,
2008,11èT,2.242622951,0.311557789,0.698492462,2.050251256,9.829145729,1.72361809,0.195979899,0.095477387,0.48241206,0.015075377,0.251256281,0.019230769,0.288461538,0.133333333,0,0.6,0,,
2008,12èT,1.413114754,0.201005025,0.542713568,2.020100503,8.91959799,1.391959799,0.175879397,0.090452261,0.587939698,0.025125628,0.256281407,0.038461538,0.307692308,0,0.066666667,0.533333333,0,,
2008,13èT,0.770491803,0.110552764,0.51758794,1.673366834,8.663316583,1.773869347,0.130653266,0.125628141,0.522613065,0.055276382,0.175879397,0.019230769,0.423076923,0.133333333,0.133333333,0.6,0,,
2008,14èT,0.342105263,0.176767677,0.454545455,1.222222222,7.939393939,1.560606061,0.227272727,0.060606061,0.555555556,0.015151515,0.262626263,0,0.403846154,0.066666667,0,0.733333333,0,,
2008,15èT,0.4375,0.186868687,0.449494949,1.272727273,9.929292929,1.580808081,0.318181818,0.065656566,0.671717172,0.045454545,0.202020202,0.096153846,0.346153846,0.066666667,0,0.6,0,,
2008,16èT,0.404605263,0.181818182,0.621212121,2.005050505,10.71717172,1.646464646,0.48989899,0.166666667,0.712121212,0.085858586,0.252525253,0.038461538,0.115384615,0.066666667,0.066666667,0.6,0,,
2008,17èT,0.375,0.095959596,0.727272727,2.297979798,9.838383838,1.762626263,0.661616162,0.131313131,0.737373737,0.060606061,0.282828283,0.038461538,0.25,0,0,0.466666667,0.066666667,,
2008,18èT,0.355263158,0.126262626,0.818181818,1.954545455,7.97979798,2.075757576,0.666666667,0.060606061,0.535353535,0.070707071,0.267676768,0.019230769,0.211538462,0.066666667,0.066666667,0.333333333,0,,
2008,19èT,0.141447368,0.101010101,0.747474747,1.631313131,6.914141414,2.005050505,0.5,0.065656566,0.51010101,0.095959596,0.287878788,0.019230769,0.461538462,0,0,0.666666667,0,,
2008,20èT,0.194078947,0.126262626,0.873737374,2.494949495,7.878787879,2.181818182,0.474747475,0.050505051,0.611111111,0.075757576,0.393939394,0.019230769,0.423076923,0,0,0.666666667,0,,
2008,21èT,0.124590164,0.065656566,0.873737374,3.383838384,8.292929293,1.924242424,0.873737374,0.126262626,0.611111111,0.151515152,0.323232323,0,0.5,0,0.066666667,0.533333333,0,,
2008,22èT,0.069078947,0.090909091,1.272727273,2.873737374,7.53030303,2.570707071,0.904040404,0.131313131,0.757575758,0.252525253,0.464646465,0,0.384615385,0,0,0.533333333,0,,
2008,23èT,0.052631579,0.085858586,0.904040404,3.555555556,6.414141414,2.070707071,1.121212121,0.111111111,0.691919192,0.424242424,0.404040404,0,0.557692308,0,0,0.333333333,0.066666667,,
2008,24èT,0.0625,0.070707071,1.070707071,3.080808081,5.671717172,1.888888889,1.54040404,0.252525253,0.702020202,0.732323232,0.297979798,0,0.288461538,0,0,0.266666667,0.066666667,,
2008,25èT,0.052631579,0.131313131,0.95959596,2.696969697,5.005050505,1.626262626,1.626262626,0.166666667,0.732323232,0.883838384,0.484848485,0.038461538,0.384615385,0,0.066666667,0.266666667,0,,
2008,26èT,0.013157895,0.095959596,1.005050505,2.383838384,4.454545455,1.858585859,2.156565657,0.101010101,0.848484848,1.595959596,0.505050505,0,0.423076923,0,0,0.4,0,,
2008,27èT,0.013157895,0.085858586,1.106060606,2.01010101,4.237373737,1.353535354,3.01010101,0.151515152,0.883838384,2.348484848,0.505050505,0.019230769,0.5,0,0,0.4,0,,
2008,28èT,0.003289474,0.080808081,1.085858586,1.888888889,4.055555556,1.454545455,2.904040404,0.141414141,0.843434343,3.47979798,0.535353535,0.019230769,0.403846154,0,0.066666667,0.133333333,0,,
2008,29èT,0.009868421,0.050505051,1.227272727,1.601010101,3.484848485,1.136363636,3.237373737,0.106060606,0.843434343,4.474747475,0.681818182,0,0.346153846,0,0,0.6,0,,
2008,30èT,0,0.111111111,1.04040404,1.555555556,2.954545455,0.994949495,3.050505051,0.070707071,0.666666667,3.772727273,0.419191919,0.038461538,0.326923077,0,0,0.666666667,0,,
2008,31èT,0.006578947,0.111111111,1.04040404,1.333333333,3.550505051,0.873737374,2.474747475,0.090909091,0.777777778,3.116161616,0.681818182,0.038461538,0.461538462,0,0.066666667,0.466666667,0,,
2008,32èT,0.003289474,0.196969697,1.141414141,1.101010101,3.434343434,0.681818182,1.914141414,0.060606061,0.676767677,2.328282828,0.444444444,0.019230769,0.269230769,0,0.125,0.8125,0,,
2008,33èT,0.003289474,0.237373737,0.792929293,0.772727273,2.257575758,0.681818182,1.101010101,0.035353535,0.47979798,1.368686869,0.383838384,0,0.307692308,0,0,0.9375,0,,
2008,34èT,0.003289474,0.348484848,0.702020202,0.904040404,3.161616162,0.601010101,0.696969697,0.045454545,0.696969697,0.904040404,0.515151515,0.038461538,0.480769231,0.0625,0.0625,0.3125,0,,
2008,35èT,0,0.222222222,0.565656566,0.914141414,2.666666667,0.439393939,0.656565657,0.035353535,0.671717172,0.878787879,0.313131313,0,0.384615385,0,0,0.5,0,,
2008,36èT,0.013245033,0.512690355,0.563451777,1.116751269,3.030456853,0.538071066,0.700507614,0.035532995,0.756345178,0.675126904,0.395939086,0.019230769,0.326923077,0,0.0625,1.1875,0,,
2008,37èT,0.006622517,0.736040609,0.360406091,1.177664975,2.949238579,0.385786802,0.903553299,0.065989848,0.76142132,0.568527919,0.406091371,0.038461538,0.403846154,0,0,0.875,0,,
2008,38èT,0,0.639593909,0.30964467,0.979695431,2.934010152,0.411167513,0.61928934,0.050761421,0.659898477,0.335025381,0.411167513,0.038461538,0.288461538,0,0,0.4375,0,,
2008,39èT,0.009933775,0.78680203,0.223350254,1.065989848,2.664974619,0.456852792,0.609137056,0.035532995,0.76142132,0.233502538,0.47715736,0,0.230769231,0.0625,0.125,0.1875,0,,
2008,40èT,0.013245033,0.817258883,0.208121827,1.421319797,3.329949239,0.370558376,0.583756345,0.015228426,0.751269036,0.157360406,0.411167513,0,0.230769231,0.0625,0,0.75,0,,
2008,41èT,0.049833887,1.005102041,0.18877551,1.331632653,3.290816327,0.408163265,0.673469388,0.045918367,0.617346939,0.147959184,0.326530612,0.019230769,0.134615385,0,0,0.375,0,,
2008,42èT,0.302325581,1.030612245,0.178571429,1.392857143,2.887755102,0.668367347,0.494897959,0.035714286,0.693877551,0.142857143,0.37244898,0,0.134615385,0,0.1875,0.5,0,,
2008,43èT,0.563934426,1.308080808,0.247474747,1.585858586,3.04040404,0.585858586,0.46969697,0.01010101,0.621212121,0.106060606,0.51010101,0,0.288461538,0.0625,0.0625,1.125,0,,
2008,44èT,0.703947368,1.091370558,0.23857868,1.715736041,3.274111675,0.654822335,0.289340102,0.010152284,0.649746193,0.050761421,0.370558376,0.038461538,0.096153846,0.0625,0,0.5,0,,
2008,45èT,0.696369637,1.056122449,0.219387755,1.923469388,3.525510204,0.698979592,0.392857143,0.030612245,0.556122449,0.076530612,0.321428571,0.038461538,0.211538462,0.125,0,0.375,0,,
2008,46èT,1.138613861,0.928571429,0.198979592,1.984693878,4.224489796,0.908163265,0.260204082,0.045918367,0.540816327,0.035714286,0.469387755,0.019230769,0.173076923,0,0,0.8125,0.0625,,
2008,47èT,1.356435644,1.183673469,0.183673469,1.994897959,4.918367347,0.964285714,0.219387755,0.015306122,0.617346939,0.025510204,0.428571429,0.019230769,0.173076923,0,0,0.625,0,,
2008,48èT,2.01650165,1.025510204,0.244897959,2.020408163,6.035714286,1.403061224,0.137755102,0.040816327,0.602040816,0.051020408,0.505102041,0,0.115384615,0.125,0.0625,0.75,0.0625,,
2008,49èT,2.825082508,1.066326531,0.193877551,2.719387755,8.908163265,1.321428571,0.163265306,0.051020408,0.612244898,0.040816327,0.443877551,0,0.307692308,0,0,0.3125,0,,
2008,50èT,4.386138614,1.091836735,0.229591837,2.494897959,11.04081633,1.494897959,0.183673469,0.12755102,0.571428571,0.076530612,0.362244898,0.019230769,0.153846154,0,0,0.75,0.0625,,
2008,51èT,6.174917492,0.954081633,0.31122449,2.780612245,12.72959184,1.724489796,0.214285714,0.086734694,0.596938776,0.081632653,0.469387755,0.019230769,0.173076923,0,0.0625,1.0625,0,,
2008,52èT,7.501650165,0.744897959,0.280612245,2.392857143,12.42857143,1.602040816,0.12244898,0.117346939,0.535714286,0.020408163,0.341836735,0.019230769,0.25,0,0,0.5,0,,
2009,1èT,5.036423841,0.38974359,0.158974359,0.61025641,4.794871795,0.964102564,0.01025641,0.025641026,0.164102564,0.005128205,0.174358974,0,0,0,0.0625,0.3125,0.0625,,
2009,2èT,12.54635762,0.594871795,0.21025641,1.579487179,9.717948718,2.220512821,0.066666667,0.041025641,0.543589744,0.020512821,0.533333333,0,0.326923077,0.0625,0,0.5625,0,,
2009,3èT,17.69205298,0.266666667,0.117948718,1.625641026,8.005128205,1.369230769,0.046153846,0.097435897,0.569230769,0.015384615,0.425641026,0,0.288461538,0,0,0.875,0,,
2009,4èT,30.52649007,0.369230769,0.184615385,2.246153846,8.512820513,1.569230769,0.015384615,0.128205128,0.451282051,0.005128205,0.276923077,0.038461538,0.211538462,0,0,0.4375,0,,
2009,5èT,31.57755776,0.413265306,0.071428571,2.275510204,8.142857143,1.301020408,0.010204082,0.102040816,0.525510204,0.005102041,0.362244898,0,0.057692308,0,0,0.4375,0,,
2009,6èT,23.77887789,0.357142857,0.142857143,2.219387755,7.091836735,1.331632653,0.040816327,0.076530612,0.397959184,0,0.403061224,0,0.115384615,0.0625,0,0.4375,0,,
2009,7èT,20.74257426,0.290816327,0.12244898,2.173469388,6.887755102,1.31122449,0.040816327,0.096938776,0.357142857,0.005102041,0.295918367,0.038461538,0.134615385,0.0625,0,0.375,0,,
2009,8èT,15.8349835,0.239795918,0.183673469,2.357142857,7.484693878,1.443877551,0.025510204,0.163265306,0.428571429,0.015306122,0.448979592,0.019230769,0.153846154,0,0.0625,0.4375,0,,
2009,9èT,16.07189542,0.266331658,0.070351759,2.422110553,8.738693467,1.467336683,0.020100503,0.115577889,0.512562814,0.030150754,0.351758794,0,0.192307692,0,0,0.375,0,,
2009,10èT,14.45098039,0.306532663,0.155778894,2.527638191,8.211055276,1.427135678,0.050251256,0.090452261,0.462311558,0.025125628,0.346733668,0.019230769,0.096153846,0,0,0.5625,0,,
2009,11èT,12.68954248,0.32160804,0.110552764,2.336683417,8.381909548,1.748743719,0.025125628,0.120603015,0.522613065,0.005025126,0.532663317,0.019230769,0.115384615,0,0,0.625,0,,
2009,12èT,9.444444444,0.231155779,0.120603015,1.984924623,7.683417085,1.412060302,0.025125628,0.105527638,0.532663317,0.035175879,0.507537688,0,0.230769231,0.0625,0,0.625,0.125,,
2009,13èT,4.41503268,0.346733668,0.135678392,1.804020101,7.522613065,1.83919598,0.025125628,0.135678392,0.492462312,0.020100503,0.391959799,0,0.230769231,0.0625,0.0625,0.5,0.125,,
2009,14èT,2.541528239,0.270408163,0.086734694,1.617346939,8.142857143,1.484693878,0.020408163,0.153061224,0.56122449,0.035714286,0.535714286,0.019230769,0.134615385,0,0,0.25,0,,
2009,15èT,1.485049834,0.295918367,0.132653061,1.673469388,10.50510204,1.469387755,0.040816327,0.214285714,0.520408163,0.051020408,0.5,0,0.038461538,0,0,0.25,0,,
2009,16èT,1.01320132,0.316326531,0.091836735,1.954081633,12.09693878,1.397959184,0.081632653,0.147959184,0.683673469,0.086734694,0.469387755,0,0.115384615,0,0,0.625,0,,
2009,17èT,0.683168317,0.295918367,0.168367347,2.102040816,11.46938776,1.418367347,0.040816327,0.147959184,0.704081633,0.107142857,0.489795918,0.019230769,0.153846154,0,0,0.3125,0,,
2009,18èT,0.708609272,0.307692308,0.205128205,2.035897436,11.29230769,1.517948718,0.046153846,0.112820513,0.579487179,0.041025641,0.456410256,0,0.134615385,0,0,0.3125,0.0625,,
2009,19èT,0.417218543,0.261538462,0.133333333,1.328205128,7.179487179,1.333333333,0.035897436,0.046153846,0.394871795,0.025641026,0.358974359,0.019230769,0.019230769,0,0,0.625,0,,
2009,20èT,0.450331126,0.312820513,0.251282051,2.184615385,8.456410256,2.015384615,0.087179487,0.246153846,0.507692308,0.117948718,0.641025641,0,0.115384615,0.0625,0,0.25,0,,
2009,21èT,0.791390728,0.287179487,0.169230769,2.117948718,7.087179487,1.707692308,0.112820513,0.194871795,0.6,0.174358974,0.425641026,0.019230769,0.057692308,0,0.0625,0.625,0.0625,,
2009,22èT,0.248344371,0.292307692,0.246153846,1.938461538,5.656410256,2.051282051,0.179487179,0.225641026,0.553846154,0.256410256,0.584615385,0.019230769,0.192307692,0,0,0.5,0.0625,,
2009,23èT,0.112582781,0.169230769,0.21025641,2.230769231,5.815384615,1.625641026,0.087179487,0.317948718,0.692307692,0.302564103,0.774358974,0,0.057692308,0,0,0.25,0,,
2009,24èT,0.072368421,0.233502538,0.274111675,2.345177665,5.045685279,1.796954315,0.121827411,0.203045685,0.654822335,0.395939086,0.695431472,0,0.269230769,0.0625,0.0625,0.5625,0,,
2009,25èT,0.036184211,0.162436548,0.274111675,1.949238579,4.279187817,1.47715736,0.177664975,0.218274112,0.715736041,0.766497462,0.776649746,0,0.230769231,0,0,0.5,0,,
2009,26èT,0.04620462,0.197969543,0.258883249,1.45177665,4.07106599,1.538071066,0.279187817,0.248730964,0.842639594,1.147208122,0.736040609,0,0.134615385,0.0625,0.0625,0.3125,0,,
2009,27èT,0.088815789,0.207070707,0.217171717,1.242424242,4.116161616,1.050505051,0.348484848,0.176767677,0.722222222,2.550505051,0.808080808,0,0.134615385,0,0,0.5,0,,
2009,28èT,0.266447368,0.121212121,0.257575758,1.308080808,3.97979798,1.03030303,0.616161616,0.176767677,0.883838384,5.297979798,1,0,0.288461538,0,0,0.6875,0,,
2009,29èT,0.388157895,0.095959596,0.191919192,1.106060606,3.333333333,0.803030303,0.777777778,0.176767677,0.838383838,6.363636364,0.964646465,0,0.153846154,0,0,0.125,0,,
2009,30èT,0.723684211,0.126262626,0.333333333,0.696969697,3.237373737,0.828282828,0.873737374,0.121212121,0.621212121,5.545454545,0.883838384,0,0.230769231,0.0625,0,0.1875,0,,
